Date,Departments and Agencies,Tenure,Employees
201006,Public Service Staffing Tribunal,Casual,1
201006,Public Service Staffing Tribunal,Indeterminate,27
201006,Public Service Staffing Tribunal,Term,8
201006,Public Services and Procurement Canada,Casual,367
201006,Public Services and Procurement Canada,Indeterminate,12581
201006,Public Services and Procurement Canada,Student,422
201006,Public Services and Procurement Canada,Term,401
201006,RCMP External Review Committee,Casual,1
201006,RCMP External Review Committee,Indeterminate,3
201006,RCMP External Review Committee,Term,2
201006,Registrar of the Supreme Court of Canada,Casual,11
201006,Registrar of the Supreme Court of Canada,Indeterminate,158
201006,Registrar of the Supreme Court of Canada,Student,15
201006,Registrar of the Supreme Court of Canada,Term,35
201006,Registry of the Specific Claims Tribunal of Canada,Casual,1
201006,Registry of the Specific Claims Tribunal of Canada,Indeterminate,7
201006,Registry of the Specific Claims Tribunal of Canada,Student,1
201006,Royal Canadian Mounted Police (Civilian Staff),Casual,118
201006,Royal Canadian Mounted Police (Civilian Staff),Indeterminate,5611
201006,Royal Canadian Mounted Police (Civilian Staff),Student,78
201006,Royal Canadian Mounted Police (Civilian Staff),Term,448
201006,Science and Engineering Research Canada,Indeterminate,324
201006,Science and Engineering Research Canada,Student,28
201006,Science and Engineering Research Canada,Term,49
201006,Security Intelligence Review Committee,Indeterminate,17
201006,Social Sciences and Humanities Research Council of Canada,Indeterminate,158
201006,Social Sciences and Humanities Research Council of Canada,Student,3
201006,Social Sciences and Humanities Research Council of Canada,Term,18
201006,Statistical Survey Operations,Indeterminate,674
201006,Statistical Survey Operations,Term,969
201006,Statistics Canada,Casual,81
201006,Statistics Canada,Indeterminate,5039
201006,Statistics Canada,Student,150
201006,Statistics Canada,Term,249
201006,Status of Women Canada,Casual,13
201006,Status of Women Canada,Indeterminate,68
201006,Status of Women Canada,Student,2
201006,Status of Women Canada,Term,1
201006,The Correctional Investigator Canada,Casual,2
201006,The Correctional Investigator Canada,Indeterminate,23
201006,The Correctional Investigator Canada,Student,1
201006,The Correctional Investigator Canada,Term,1
201006,Transport Canada,Casual,135
201006,Transport Canada,Indeterminate,5000
201006,Transport Canada,Student,123
201006,Transport Canada,Term,210
201006,Transportation Appeal Tribunal of Canada,Indeterminate,7
201006,Transportation Appeal Tribunal of Canada,Term,1
201006,Transportation Safety Board of Canada,Casual,2
201006,Transportation Safety Board of Canada,Indeterminate,207
201006,Transportation Safety Board of Canada,Student,1
201006,Transportation Safety Board of Canada,Term,6
201006,Treasury Board of Canada Secretariat,Casual,82
201006,Treasury Board of Canada Secretariat,Indeterminate,1907
201006,Treasury Board of Canada Secretariat,Student,54
201006,Treasury Board of Canada Secretariat,Term,48
201006,Veterans Affairs Canada,Casual,61
201006,Veterans Affairs Canada,Indeterminate,3615
201006,Veterans Affairs Canada,Student,169
201006,Veterans Affairs Canada,Term,219
201006,Western Economic Diversification Canada,Casual,19
201006,Western Economic Diversification Canada,Indeterminate,393
201006,Western Economic Diversification Canada,Student,34
201006,Western Economic Diversification Canada,Term,49
201009,Agriculture and Agri-Food Canada,Casual,283
201009,Agriculture and Agri-Food Canada,Indeterminate,5932
201009,Agriculture and Agri-Food Canada,Student,498
201009,Agriculture and Agri-Food Canada,Term,296
201009,Assisted Human Reproduction Canada,Casual,2
201009,Assisted Human Reproduction Canada,Indeterminate,13
201009,Assisted Human Reproduction Canada,Student,2
201009,Assisted Human Reproduction Canada,Term,2
201009,Atlantic Canada Opportunities Agency,Casual,15
201009,Atlantic Canada Opportunities Agency,Indeterminate,665
201009,Atlantic Canada Opportunities Agency,Student,29
201009,Atlantic Canada Opportunities Agency,Term,35
201009,Canada Border Services Agency,Casual,140
201009,Canada Border Services Agency,Indeterminate,13630
201009,Canada Border Services Agency,Student,211
201009,Canada Border Services Agency,Term,218
201009,Canada Industrial Relations Board,Casual,1
201009,Canada Industrial Relations Board,Indeterminate,92
201009,Canada Industrial Relations Board,Term,11
201009,Canada Revenue Agency,Casual,1
201009,Canada Revenue Agency,Indeterminate,33852
201009,Canada Revenue Agency,Student,523
201009,Canada Revenue Agency,Term,4645
201009,Canada School of Public Service,Casual,61
201009,Canada School of Public Service,Indeterminate,753
201009,Canada School of Public Service,Student,21
201009,Canada School of Public Service,Term,143
201009,Canadian Artists and Producers Professional Relations Tribunal,Indeterminate,7
201009,Canadian Artists and Producers Professional Relations Tribunal,Term,4
201009,Canadian Dairy Commission,Indeterminate,53
201009,Canadian Dairy Commission,Term,9
201009,Canadian Environmental Assessment Agency,Indeterminate,113
201009,Canadian Environmental Assessment Agency,Term,14
201009,Canadian Food Inspection Agency,Indeterminate,5814
201009,Canadian Food Inspection Agency,Student,75
201009,Canadian Food Inspection Agency,Term,779
201009,Canadian Grain Commission,Casual,14
201009,Canadian Grain Commission,Indeterminate,590
201009,Canadian Grain Commission,Student,2
201009,Canadian Grain Commission,Term,84
201009,Canadian Heritage,Casual,41
201009,Canadian Heritage,Indeterminate,1995
201009,Canadian Heritage,Student,31
201009,Canadian Heritage,Term,82
201009,Canadian Human Rights Commission,Casual,6
201009,Canadian Human Rights Commission,Indeterminate,173
201009,Canadian Human Rights Commission,Student,4
201009,Canadian Human Rights Commission,Term,14
201009,Canadian Institutes of Health Research,Indeterminate,394
201009,Canadian Institutes of Health Research,Term,51
201009,Canadian Intergovernmental Conference Secretariat,Indeterminate,25
201009,Canadian International Trade Tribunal,Indeterminate,75
201009,Canadian International Trade Tribunal,Student,1
201009,Canadian International Trade Tribunal,Term,9
201009,Canadian Nuclear Safety Commission,Indeterminate,826
201009,Canadian Nuclear Safety Commission,Term,41
201009,Canadian Polar Commission,Student,4
201009,Canadian Radio-television and Telecommunications Commission,Casual,6
201009,Canadian Radio-television and Telecommunications Commission,Indeterminate,377
201009,Canadian Radio-television and Telecommunications Commission,Student,6
201009,Canadian Radio-television and Telecommunications Commission,Term,27
201009,Canadian Space Agency,Casual,4
201009,Canadian Space Agency,Indeterminate,612
201009,Canadian Space Agency,Student,56
201009,Canadian Space Agency,Term,42
201009,Canadian Transportation Agency,Casual,2
201009,Canadian Transportation Agency,Indeterminate,223
201009,Canadian Transportation Agency,Student,9
201009,Canadian Transportation Agency,Term,19
201009,Civilian Review and Complaints Commission for the RCMP,Casual,1
201009,Civilian Review and Complaints Commission for the RCMP,Indeterminate,37
201009,Civilian Review and Complaints Commission for the RCMP,Student,6
201009,Civilian Review and Complaints Commission for the RCMP,Term,7
201009,Communications Security Establishment,Indeterminate,1698
201009,Communications Security Establishment,Term,79
201009,Competition Bureau Canada,Indeterminate,11
201009,Copyright Board Canada,Indeterminate,12
201009,Copyright Board Canada,Term,3
201009,Correctional Service Canada,Casual,366
201009,Correctional Service Canada,Indeterminate,16781
201009,Correctional Service Canada,Student,96
201009,Correctional Service Canada,Term,656
201009,Courts Administration Service,Casual,14
201009,Courts Administration Service,Indeterminate,516
201009,Courts Administration Service,Student,21
201009,Courts Administration Service,Term,76
201009,Department of Finance Canada,Casual,5
201009,Department of Finance Canada,Indeterminate,773
201009,Department of Finance Canada,Student,11
201009,Department of Finance Canada,Term,13
201009,Department of Justice Canada,Casual,76
201009,Department of Justice Canada,Indeterminate,4567
201009,Department of Justice Canada,Student,52
201009,Department of Justice Canada,Term,329
201009,Economic Development Agency of Canada for the Regions of Quebec,Casual,31
201009,Economic Development Agency of Canada for the Regions of Quebec,Indeterminate,353
201009,Economic Development Agency of Canada for the Regions of Quebec,Student,17
201009,Economic Development Agency of Canada for the Regions of Quebec,Term,48
201009,Elections Canada,Casual,30
201009,Elections Canada,Indeterminate,352
201009,Elections Canada,Student,33
201009,Elections Canada,Term,139
201009,Employment and Social Development Canada,Casual,219
201009,Employment and Social Development Canada,Indeterminate,21048
201009,Employment and Social Development Canada,Student,338
201009,Employment and Social Development Canada,Term,2320
201009,Environment and Climate Change Canada,Casual,168
201009,Environment and Climate Change Canada,Indeterminate,6398
201009,Environment and Climate Change Canada,Student,246
201009,Environment and Climate Change Canada,Term,391
201009,Farm Products Council of Canada,Indeterminate,15
201009,Federal Economic Development Agency for Southern Ontario,Casual,25
201009,Federal Economic Development Agency for Southern Ontario,Indeterminate,109
201009,Federal Economic Development Agency for Southern Ontario,Student,1
201009,Federal Economic Development Agency for Southern Ontario,Term,7
201009,Federal Judges not part of any department,Indeterminate,1094
201009,Financial Consumer Agency of Canada,Casual,1
201009,Financial Consumer Agency of Canada,Indeterminate,51
201009,Financial Consumer Agency of Canada,Student,1
201009,Financial Consumer Agency of Canada,Term,5
201009,Financial Transactions and Reports Analysis Centre of Canada,Indeterminate,269
201009,Financial Transactions and Reports Analysis Centre of Canada,Student,20
201009,Financial Transactions and Reports Analysis Centre of Canada,Term,36
201009,Fisheries and Oceans Canada,Casual,403
201009,Fisheries and Oceans Canada,Indeterminate,9646
201009,Fisheries and Oceans Canada,Student,102
201009,Fisheries and Oceans Canada,Term,952
201009,Global Affairs Canada,Casual,142
201009,Global Affairs Canada,Indeterminate,6249
201009,Global Affairs Canada,Student,104
201009,Global Affairs Canada,Term,265
201009,Hazardous Materials Information Review Commission Canada,Casual,1
201009,Hazardous Materials Information Review Commission Canada,Indeterminate,32
201009,Hazardous Materials Information Review Commission Canada,Student,1
201009,Hazardous Materials Information Review Commission Canada,Term,4
201009,Health Canada,Casual,317
201009,Health Canada,Indeterminate,9215
201009,Health Canada,Student,114
201009,Health Canada,Term,584
201009,Human Rights Tribunal of Canada,Indeterminate,19
201009,Human Rights Tribunal of Canada,Term,1
201009,Immigration and Refugee Board of Canada,Casual,36
201009,Immigration and Refugee Board of Canada,Indeterminate,865
201009,Immigration and Refugee Board of Canada,Student,5
201009,Immigration and Refugee Board of Canada,Term,85
201009,"Immigration, Refugees and Citizenship Canada",Casual,170
201009,"Immigration, Refugees and Citizenship Canada",Indeterminate,3982
201009,"Immigration, Refugees and Citizenship Canada",Student,76
201009,"Immigration, Refugees and Citizenship Canada",Term,473
201009,Indian Oil and Gas Canada,Indeterminate,70
